"","x"
"1",0.837781629116118
"2",0.937495915833497
"3",0.875671802221426
"4",0.920642132364077
"5",0.954681828672136
"6",0.994421709051934
"7",0.955879042545209
"8",0.973895658078389
"9",0.750572210126724
"10",0.979994255107041
"11",0.891806148123838
"12",0.962969473252476
"13",0.893582850359612
"14",0.865093840089428
"15",0.882841653171865
"16",0.797606950513159
"17",0.964720004175147
"18",0.841726026269198
"19",0.939488668080831
"20",0.874054967535355
"21",0.902920026149488
"22",0.840488824569867
"23",0.984487773349133
"24",0.894676453715009
"25",0.913473332094406
"26",0.829846324754675
"27",0.970256748584309
"28",0.859071729957806
"29",0.875897815623843
"30",0.967492436782921
"31",0.96012418468199
"32",0.982456647398844
"33",0.8588159396556
"34",0.841487556561086
"35",0.907106088397136
"36",0.865037194473964
"37",0.960807749503148
"38",0.920103092783505
"39",0.950668260349886
"40",0.920056547093126
"41",0.88553002821443
"42",0.912964594888808
"43",0.970637748111028
"44",0.931669130353313
"45",0.994361770958499
"46",0.96262420214516
"47",0.782129875766289
"48",0.857317238573172
"49",0.916720884840599
"50",0.84621083827265
"51",0.934561427098741
"52",0.888872281593304
"53",0.959970025206077
"54",0.980170960051172
"55",0.908671697209247
"56",0.844512195121951
"57",0.836403088257557
"58",0.865239641225995
"59",0.979133706760166
"60",0.906447956257918
"61",0.724824902723735
"62",0.913183625228323
"63",0.865545593214033
"64",0.89446714216467
"65",0.926471252427623
"66",0.696471179203818
"67",0.926526152865662
"68",0.856824608002742
"69",0.899041873669269
"70",0.94578353926136
"71",0.913831880798426
"72",0.9637718948434
"73",0.960485651214128
"74",0.852151220526085
"75",0.821777655978807
"76",0.899044946851562
"77",0.945298420438885
"78",0.973979441997063
"79",0.957540374554553
"80",0.88587825759714
"81",0.883017979115961
"82",0.922321773052686
"83",0.987358174520401
"84",0.888148733581724
"85",0.962920857017927
"86",0.940101281848394
"87",0.788697571743929
"88",0.837519379844961
"89",0.92507169442919
"90",0.93690281484032
"91",0.96361202176413
"92",0.880821253910208
"93",0.943044315992293
"94",0.836486999030722
"95",0.915936952714536
"96",0.939990935186584
"97",0.832515017692076
"98",0.881867145421903
"99",0.800725576574242
"100",0.933628804805685
"101",0.948741174903423
"102",0.866138232461664
"103",0.854283680088601
"104",0.888387978142076
"105",0.92886132666645
"106",0.966853549511327
"107",0.863529702358898
"108",0.909457114526525
"109",0.956495468277946
"110",0.992362483189161
"111",0.960395127679661
"112",0.93047369233143
"113",0.952746813518675
"114",0.867718372107299
"115",0.841798501248959
"116",0.799393310449429
"117",0.976081967742978
"118",0.912420239058147
"119",0.942670036764706
"120",0.969814481603276
"121",0.830089961230097
"122",0.87933854261312
"123",0.985647117050235
"124",0.756683456024797
"125",0.801822524993365
"126",0.869621800686201
"127",0.945128832048147
"128",0.815102369450196
"129",0.822246282202337
"130",0.915644901751921
"131",0.948479845921035
"132",0.766247659802086
"133",0.895189046602186
"134",0.980612837641592
"135",0.823038735605012
"136",0.894267305468363
"137",0.820397329687123
"138",0.897126640652714
"139",0.989377722363457
"140",0.989412997903564
"141",0.814564045875363
"142",0.897057022735622
"143",0.920253370147799
"144",0.9760429913443
"145",0.974102310423093
"146",0.848568790397045
"147",0.948097073673924
"148",0.847089332021819
"149",0.943819636972328
"150",0.874614105913085
"151",0.964163645779389
"152",0.857408346004393
"153",0.896893535194865
"154",0.773162939297125
"155",0.934724689165186
"156",0.920910493827161
"157",0.864441845821714
"158",0.86364691140298
"159",0.97411933860532
"160",0.879838161051237
"161",0.835681805423006
"162",0.981703789412786
"163",0.890274314214464
"164",0.944540574115977
"165",0.986597781136143
"166",0.968639037918254
"167",0.859533838809323
"168",0.942730963743856
"169",0.965389656717161
"170",0.91578947368421
"171",0.84836334954647
"172",0.917158132613129
"173",0.708148062597448
"174",0.908590970007856
"175",0.896363071184333
"176",0.975951763303653
"177",0.910278818143987
"178",0.937791806404945
"179",0.922589606341893
"180",0.921846153846154
"181",0.88455140867034
"182",0.974498013529475
"183",0.933707583938213
"184",0.876869699306091
"185",0.888188893006512
"186",0.961428825939783
"187",0.910847880299252
"188",0.796104642805807
"189",0.960173535791757
"190",0.817166196167938
"191",0.93820518568333
"192",0.902297872340426
"193",0.831350834016954
"194",0.752797985450476
"195",0.847804391217565
"196",0.798672296390306
"197",0.894570559326
"198",0.787906046976512
"199",0.867160535398603
"200",0.981850533807829
"201",0.852896555599258
"202",0.927952690321506
"203",0.966062338126284
"204",0.827104792713033
"205",0.880003114779629
"206",0.677451344985744
"207",0.889086433260394
"208",0.891882363310515
"209",0.839184970148436
"210",0.82451564828614
"211",0.860267393561786
"212",0.898079861803202
"213",0.98452452389224
"214",0.931325187079663
"215",0.928735960209552
"216",0.814380165289256
"217",0.916471421565957
"218",0.912619599884024
"219",0.935875114927913
"220",0.950113848064583
"221",0.910749764718185
"222",0.870302225975749
"223",0.882037251394297
"224",0.822194972409565
"225",0.892944751583495
"226",0.93576420990348
"227",0.970004877255731
"228",0.906299694189602
"229",0.765706647223235
"230",0.944012210103116
"231",0.94656742484095
"232",0.96409693826668
"233",0.871036693979337
"234",0.953960857409133
"235",0.862495527270868
"236",0.979336025593958
"237",0.87527541706012
"238",0.903270129156362
"239",0.95542380324989
"240",0.9836435569953
"241",0.929693168254265
"242",0.809024324079935
"243",0.873366485486296
"244",0.912005028284098
"245",0.827797349438014
"246",0.971372274422316
"247",0.717452156526707
"248",0.919640387275242
"249",0.967775950061158
"250",0.802859444220701
"251",0.687280350206548
"252",0.87464812054976
"253",0.98825206121715
"254",0.963870799687419
"255",0.914767096134787
"256",0.915006831092256
"257",0.925558071033862
"258",0.976972353337829
"259",0.952748902106843
"260",0.991523385836239
"261",0.755622188905547
"262",0.910552833183795
"263",0.930782125189092
"264",0.926602137712739
"265",0.886614304812834
"266",0.803375703271515
"267",0.946822638523918
"268",0.991514367718295
"269",0.969921314779643
"270",0.919131953105513
"271",0.872179453145739
"272",0.917820756761964
"273",0.93703206820444
"274",0.968522779567418
"275",0.911410713363294
"276",0.934576786280829
"277",0.852633414719219
"278",0.824160409274693
"279",0.702265233588832
"280",0.950719264074343
"281",0.997380484610347
"282",0.8125
"283",0.907447621960544
"284",0.951829078235244
"285",0.853431079194095
"286",0.926093549515922
"287",0.910329140288854
"288",0.876294477835153
"289",0.990575612585182
"290",0.76648773006135
"291",0.922488526262111
"292",0.918483932985444
"293",0.89404453977667
"294",0.948760088041086
"295",0.887031179394487
"296",0.93578152323548
"297",0.733414959928762
"298",0.872608722396506
"299",0.996584794392709
"300",0.912177428945178
"301",0.824866920152091
"302",0.902161906264794
"303",0.797027497671405
"304",0.926722401289283
"305",0.823323042380017
"306",0.886193941123318
"307",0.843804931947165
"308",0.746084158834984
"309",0.867281105990783
"310",0.957538059531925
"311",0.977052219282116
"312",0.914004636173461
"313",0.984417930671083
"314",0.846096096096096
"315",0.970685617378664
"316",0.912676755147606
"317",0.889519296714259
"318",0.903951172502409
"319",0.885496499440739
"320",0.93615011488384
"321",0.874939642684693
"322",0.911436751299631
"323",0.946841366401497
"324",0.924303756476684
"325",0.748790810157195
"326",0.953795946410168
"327",0.868056652450903
"328",0.80496344351766
"329",0.86603762924459
"330",0.838582353424883
"331",0.892450502558295
"332",0.926299848561333
